prname,date,reporting_week,totalcases,ratecases_total,numdeaths,ratedeaths
Prince Edward Island,2021-12-11,49,412,241.38,0,0.0
Yukon,2021-12-11,49,1586,3621.91,14,31.97
Northwest Territories,2021-12-11,49,2070,4538.98,12,26.31
Nunavut,2021-12-11,49,676,1668.06,4,9.87
Repatriated travellers,2021-12-11,49,13,,0,
Canada,2021-12-11,49,1831937,4705.73,29301,75.27
British Columbia,2021-12-18,50,226696,4261.74,2399,45.1
Alberta,2021-12-18,50,342603,7541.15,3293,72.48
Saskatchewan,2021-12-18,50,82130,6873.94,942,78.84
Manitoba,2021-12-18,50,71061,5042.57,1363,96.72
Ontario,2021-12-18,50,652356,4317.55,10046,66.49
Quebec,2021-12-18,50,483213,5556.95,11096,127.6
Newfoundland and Labrador,2021-12-18,50,2175,413.52,18,3.42
New Brunswick,2021-12-18,50,10446,1286.36,148,18.23
Nova Scotia,2021-12-18,50,10704,1049.69,110,10.79
Prince Edward Island,2021-12-18,50,484,283.56,0,0.0
Yukon,2021-12-18,50,1631,3724.68,14,31.97
Northwest Territories,2021-12-18,50,2079,4558.71,12,26.31
Nunavut,2021-12-18,50,676,1668.06,4,9.87
Repatriated travellers,2021-12-18,50,13,,0,
Canada,2021-12-18,50,1886267,4845.29,29445,75.64
British Columbia,2021-12-25,51,238210,4478.2,2414,45.38
Alberta,2021-12-25,51,352873,7767.21,3303,72.7
Saskatchewan,2021-12-25,51,83086,6953.95,945,79.09
Manitoba,2021-12-25,51,74358,5276.52,1370,97.22
Ontario,2021-12-25,51,705514,4669.37,10099,66.84
Quebec,2021-12-25,51,547901,6300.86,11144,128.16
Newfoundland and Labrador,2021-12-25,51,2512,477.59,18,3.42
New Brunswick,2021-12-25,51,11896,1464.91,152,18.72
Nova Scotia,2021-12-25,51,14301,1402.44,111,10.89
Prince Edward Island,2021-12-25,51,737,431.78,0,0.0
Yukon,2021-12-25,51,1668,3809.18,14,31.97
Northwest Territories,2021-12-25,51,2088,4578.45,12,26.31
Nunavut,2021-12-25,51,695,1714.95,4,9.87
Repatriated travellers,2021-12-25,51,13,,0,
Canada,2021-12-25,51,2035852,5229.53,29586,76.0
British Columbia,2022-01-01,52,258882,4866.82,2423,45.55
Alberta,2022-01-01,52,373555,8222.45,3321,73.1
Saskatchewan,2022-01-01,52,85188,7129.88,955,79.93
Manitoba,2022-01-01,52,80096,5683.7,1392,98.78
Ontario,2022-01-01,52,807841,5346.61,10188,67.43
Quebec,2022-01-01,52,656572,7550.57,11251,129.39
Newfoundland and Labrador,2022-01-01,52,4597,874.0,19,3.61
New Brunswick,2022-01-01,52,15069,1855.65,160,19.7
Nova Scotia,2022-01-01,52,19175,1880.41,111,10.89
Prince Edward Island,2022-01-01,52,1447,847.75,0,0.0
Yukon,2022-01-01,52,1808,4128.89,15,34.26
Northwest Territories,2022-01-01,52,2189,4799.91,12,26.31
Nunavut,2022-01-01,52,819,2020.92,4,9.87
Repatriated travellers,2022-01-01,52,13,,0,
Canada,2022-01-01,52,2307251,5926.68,29851,76.68
British Columbia,2022-01-08,1,279448,5253.45,2439,45.85
Alberta,2022-01-08,1,406271,8942.57,3348,73.69
Saskatchewan,2022-01-08,1,90765,7596.65,961,80.43
Manitoba,2022-01-08,1,94850,6730.66,1408,99.91
Ontario,2022-01-08,1,899260,5951.65,10378,68.69
Quebec,2022-01-08,1,759801,8737.7,11500,132.25
Newfoundland and Labrador,2022-01-08,1,7949,1511.3,21,3.99
New Brunswick,2022-01-08,1,20278,2497.1,171,21.06
Nova Scotia,2022-01-08,1,25003,2451.94,113,11.08
Prince Edward Island,2022-01-08,1,2625,1537.89,0,0.0
Yukon,2022-01-08,1,2191,5003.54,15,34.26
Northwest Territories,2022-01-08,1,2856,6262.47,12,26.31
Nunavut,2022-01-08,1,976,2408.33,4,9.87
Repatriated travellers,2022-01-08,1,13,,0,
Canada,2022-01-08,1,2592286,6658.86,30370,78.01
British Columbia,2022-01-15,2,295904,5562.81,2468,46.4
Alberta,2022-01-15,2,446494,9827.94,3407,74.99
Saskatchewan,2022-01-15,2,98699,8260.69,961,80.43
Manitoba,2022-01-15,2,107838,7652.3,1445,102.54
Ontario,2022-01-15,2,973025,6439.86,10723,70.97
Quebec,2022-01-15,2,806897,9279.31,11914,137.01
Newfoundland and Labrador,2022-01-15,2,12406,2358.68,25,4.75
New Brunswick,2022-01-15,2,22359,2753.36,183,22.54
Nova Scotia,2022-01-15,2,30101,2951.87,119,11.67
Prince Edward Island,2022-01-15,2,4118,2412.59,1,0.59
Yukon,2022-01-15,2,2665,6086.0,15,34.26
Northwest Territories,2022-01-15,2,3784,8297.34,13,28.51
Nunavut,2022-01-15,2,1141,2815.48,5,12.34
Repatriated travellers,2022-01-15,2,13,,0,
Canada,2022-01-15,2,2805444,7206.4,31279,80.35
British Columbia,2022-01-22,3,310242,5832.36,2529,47.54
Alberta,2022-01-22,3,471717,10383.13,3488,76.78
Saskatchewan,2022-01-22,3,107842,9025.92,972,81.35
Manitoba,2022-01-22,3,114021,8091.05,1492,105.87
Ontario,2022-01-22,3,1019843,6749.72,11186,74.03
Quebec,2022-01-22,3,837681,9633.32,12397,142.57
Newfoundland and Labrador,2022-01-22,3,14805,2814.79,31,5.89
New Brunswick,2022-01-22,3,25465,3135.85,207,25.49
Nova Scotia,2022-01-22,3,34021,3336.29,128,12.55
Prince Edward Island,2022-01-22,3,5807,3402.11,6,3.52
Yukon,2022-01-22,3,2886,6590.7,16,36.54
Northwest Territories,2022-01-22,3,4703,10312.47,14,30.7
Nunavut,2022-01-22,3,1346,3321.32,5,12.34
Repatriated travellers,2022-01-22,3,13,,0,
Canada,2022-01-22,3,2950392,7578.73,32471,83.41
British Columbia,2022-01-29,4,322265,6058.38,2597,48.82
Alberta,2022-01-29,4,490661,10800.11,3578,78.76
Saskatchewan,2022-01-29,4,116511,9751.48,989,82.78
Manitoba,2022-01-29,4,118862,8434.58,1543,109.49
Ontario,2022-01-29,4,1051964,6962.31,11634,77.0
Quebec,2022-01-29,4,861292,9904.85,12778,146.95
Newfoundland and Labrador,2022-01-29,4,16966,3225.65,38,7.22
New Brunswick,2022-01-29,4,28442,3502.45,228,28.08
Nova Scotia,2022-01-29,4,37200,3648.04,142,13.93
Prince Edward Island,2022-01-29,4,7462,4371.72,10,5.86
Yukon,2022-01-29,4,3076,7024.6,16,36.54
Northwest Territories,2022-01-29,4,5607,12294.7,15,32.89
Nunavut,2022-01-29,4,1657,4088.73,5,12.34
Repatriated travellers,2022-01-29,4,13,,0,
Canada,2022-01-29,4,3061978,7865.36,33573,86.24
British Columbia,2022-02-05,5,331964,6240.72,2675,50.29
Alberta,2022-02-05,5,505406,11124.67,3684,81.09
Saskatchewan,2022-02-05,5,122525,10254.83,1006,84.2
Manitoba,2022-02-05,5,122632,8702.1,1585,112.47
Ontario,2022-02-05,5,1074251,7109.81,11991,79.36
Quebec,2022-02-05,5,882336,10146.86,13062,150.21
Newfoundland and Labrador,2022-02-05,5,18464,3510.45,47,8.94
New Brunswick,2022-02-05,5,30602,3768.44,258,31.77
Nova Scotia,2022-02-05,5,39993,3921.94,157,15.4
Prince Edward Island,2022-02-05,5,8842,5180.21,12,7.03
Yukon,2022-02-05,5,3202,7312.34,19,43.39
Northwest Territories,2022-02-05,5,6566,14397.54,16,35.08
Nunavut,2022-02-05,5,1929,4759.91,5,12.34
Repatriated travellers,2022-02-05,5,13,,0,
Canada,2022-02-05,5,3148725,8088.19,34517,88.66
British Columbia,2022-02-12,6,339736,6386.83,2747,51.64
Alberta,2022-02-12,6,514690,11329.02,3780,83.2
Saskatchewan,2022-02-12,6,125756,10525.25,1056,88.38
Manitoba,2022-02-12,6,125844,8930.03,1619,114.89
Ontario,2022-02-12,6,1092008,7227.33,12219,80.87
Quebec,2022-02-12,6,899235,10341.19,13293,152.87
Newfoundland and Labrador,2022-02-12,6,19954,3793.74,54,10.27
New Brunswick,2022-02-12,6,32610,4015.71,286,35.22
Nova Scotia,2022-02-12,6,42230,4141.31,172,16.87
Prince Edward Island,2022-02-12,6,10105,5920.16,14,8.2
Yukon,2022-02-12,6,3314,7568.11,20,45.67
Northwest Territories,2022-02-12,6,7440,16314.0,17,37.28
Nunavut,2022-02-12,6,2155,5317.57,5,12.34
Repatriated travellers,2022-02-12,6,13,,0,
Canada,2022-02-12,6,3215090,8258.66,35282,90.63
British Columbia,2022-02-19,7,344262,6471.91,2786,52.38
Alberta,2022-02-19,7,520200,11450.3,3854,84.83
Saskatchewan,2022-02-19,7,127162,10642.93,1093,91.48
Manitoba,2022-02-19,7,128486,9117.51,1649,117.01
Ontario,2022-02-19,7,1105523,7316.78,12394,82.03
Quebec,2022-02-19,7,910977,10476.23,13449,154.66
Newfoundland and Labrador,2022-02-19,7,21613,4109.15,62,11.79
New Brunswick,2022-02-19,7,34222,4214.22,298,36.7
Nova Scotia,2022-02-19,7,43833,4298.51,185,18.14
Prince Edward Island,2022-02-19,7,11484,6728.07,15,8.79
Yukon,2022-02-19,7,3369,7693.71,20,45.67
Northwest Territories,2022-02-19,7,8124,17813.84,18,39.47
Nunavut,2022-02-19,7,2414,5956.67,5,12.34
Repatriated travellers,2022-02-19,7,13,,0,
Canada,2022-02-19,7,3261682,8378.35,35828,92.03
British Columbia,2022-02-26,8,347729,6537.09,2851,53.6
Alberta,2022-02-26,8,524329,11541.19,3916,86.2
Saskatchewan,2022-02-26,8,128263,10735.08,1137,95.16
Manitoba,2022-02-26,8,130277,9244.6,1675,118.86
Ontario,2022-02-26,8,1117883,7398.59,12519,82.86
Quebec,2022-02-26,8,920174,10581.99,13556,155.89
Newfoundland and Labrador,2022-02-26,8,23443,4457.08,65,12.36
New Brunswick,2022-02-26,8,36417,4484.52,301,37.07
Nova Scotia,2022-02-26,8,45351,4447.38,192,18.83
Prince Edward Island,2022-02-26,8,13361,7827.73,16,9.37
Yukon,2022-02-26,8,3438,7851.29,21,47.96
Northwest Territories,2022-02-26,8,8656,18980.37,19,41.66
Nunavut,2022-02-26,8,2690,6637.71,5,12.34
Repatriated travellers,2022-02-26,8,13,,0,
Canada,2022-02-26,8,3302024,8481.97,36273,93.18
British Columbia,2022-03-05,9,350329,6585.97,2903,54.57
Alberta,2022-03-05,9,527723,11615.89,3970,87.39
Saskatchewan,2022-03-05,9,129251,10817.77,1151,96.33
Manitoba,2022-03-05,9,131526,9333.23,1690,119.92
Ontario,2022-03-05,9,1129245,7473.78,12611,83.46
Quebec,2022-03-05,9,927786,10669.53,13669,157.19
Newfoundland and Labrador,2022-03-05,9,26197,4980.68,69,13.12
New Brunswick,2022-03-05,9,38937,4794.84,309,38.05
Nova Scotia,2022-03-05,9,46719,4581.53,207,20.3
Prince Edward Island,2022-03-05,9,16604,9727.69,16,9.37
Yukon,2022-03-05,9,3495,7981.46,22,50.24
Northwest Territories,2022-03-05,9,9107,19969.3,19,41.66
Nunavut,2022-03-05,9,3017,7444.6,5,12.34
Repatriated travellers,2022-03-05,9,13,,0,
Canada,2022-03-05,9,3339949,8579.39,36641,94.12
British Columbia,2022-03-12,10,352319,6623.38,2932,55.12
Alberta,2022-03-12,10,530967,11687.3,4006,88.18
Saskatchewan,2022-03-12,10,130082,10887.32,1179,98.68
Manitoba,2022-03-12,10,132681,9415.19,1710,121.34
Ontario,2022-03-12,10,1140607,7548.98,12674,83.88
Quebec,2022-03-12,10,935274,10755.64,13757,158.21
Newfoundland and Labrador,2022-03-12,10,30100,5722.74,76,14.45
New Brunswick,2022-03-12,10,42320,5211.43,320,39.41
Nova Scotia,2022-03-12,10,48076,4714.6,217,21.28
Prince Edward Island,2022-03-12,10,19603,11484.7,16,9.37
Yukon,2022-03-12,10,3562,8134.46,23,52.52
Northwest Territories,2022-03-12,10,9487,20802.54,20,43.85
Nunavut,2022-03-12,10,3262,8049.15,5,12.34
Repatriated travellers,2022-03-12,10,13,,0,
Canada,2022-03-12,10,3378353,8678.04,36935,94.88
British Columbia,2022-03-19,11,353778,6650.81,2966,55.76
Alberta,2022-03-19,11,534675,11768.92,4036,88.84
Saskatchewan,2022-03-19,11,130977,10962.23,1211,101.36
Manitoba,2022-03-19,11,133928,9503.68,1726,122.48
Ontario,2022-03-19,11,1151936,7623.96,12738,84.31
Quebec,2022-03-19,11,943732,10852.91,13832,159.07
Newfoundland and Labrador,2022-03-19,11,33834,6432.66,86,16.35
New Brunswick,2022-03-19,11,45101,5553.89,336,41.38
Nova Scotia,2022-03-19,11,50534,4955.65,228,22.36
Prince Edward Island,2022-03-19,11,22151,12977.48,16,9.37
Yukon,2022-03-19,11,3640,8312.59,23,52.52
Northwest Territories,2022-03-19,11,9841,21578.77,21,46.05
Nunavut,2022-03-19,11,3370,8315.65,5,12.34
Repatriated travellers,2022-03-19,11,13,,0,
Canada,2022-03-19,11,3417510,8778.62,37224,95.62
British Columbia,2022-03-26,12,355299,6679.4,2983,56.08
Alberta,2022-03-26,12,539053,11865.28,4066,89.5
Saskatchewan,2022-03-26,12,132172,11062.24,1232,103.11
Manitoba,2022-03-26,12,135214,9594.93,1744,123.76
Ontario,2022-03-26,12,1166299,7719.02,12795,84.68
Quebec,2022-03-26,12,957152,11007.24,13902,159.87
Newfoundland and Labrador,2022-03-26,12,36624,6963.11,100,19.01
New Brunswick,2022-03-26,12,48197,5935.15,349,42.98
Nova Scotia,2022-03-26,12,53825,5278.38,241,23.63
Prince Edward Island,2022-03-26,12,24747,14498.38,17,9.96
Yukon,2022-03-26,12,3737,8534.11,24,54.81
Northwest Territories,2022-03-26,12,10374,22747.51,21,46.05
Nunavut,2022-03-26,12,3441,8490.85,6,14.81
Repatriated travellers,2022-03-26,12,13,,0,
Canada,2022-03-26,12,3466147,8903.56,37480,96.28
British Columbia,2022-04-02,13,357242,6715.93,3004,56.47
Alberta,2022-04-02,13,544254,11979.76,4098,90.2
Saskatchewan,2022-04-02,13,133204,11148.62,1255,105.04
Manitoba,2022-04-02,13,136573,9691.37,1751,124.25
Ontario,2022-04-02,13,1184369,7838.62,12856,85.09
Quebec,2022-04-02,13,977011,11235.62,13977,160.74
Newfoundland and Labrador,2022-04-02,13,39312,7474.16,115,21.86
New Brunswick,2022-04-02,13,51854,6385.48,358,44.09
Nova Scotia,2022-04-02,13,58398,5726.84,252,24.71
Prince Edward Island,2022-04-02,13,27271,15977.1,19,11.13
Yukon,2022-04-02,13,3855,8803.58,24,54.81
Northwest Territories,2022-04-02,13,10873,23841.68,21,46.05
Nunavut,2022-04-02,13,3506,8651.24,7,17.27
Repatriated travellers,2022-04-02,13,13,,0,
Canada,2022-04-02,13,3527735,9061.76,37737,96.94
British Columbia,2022-04-09,14,359002,6749.02,3036,57.07
Alberta,2022-04-09,14,550313,12113.13,4137,91.06
Saskatchewan,2022-04-09,14,134252,11236.33,1275,106.71
Manitoba,2022-04-09,14,138271,9811.86,1759,124.82
Ontario,2022-04-09,14,1206931,7987.94,12922,85.52
Quebec,2022-04-09,14,999276,11491.66,14106,162.22
Newfoundland and Labrador,2022-04-09,14,41255,7843.57,128,24.34
New Brunswick,2022-04-09,14,55812,6872.88,368,45.32
Nova Scotia,2022-04-09,14,69899,6854.69,271,26.58
Prince Edward Island,2022-04-09,14,29649,17370.29,20,11.72
Yukon,2022-04-09,14,3953,9027.38,24,54.81
Northwest Territories,2022-04-09,14,11098,24335.05,21,46.05
Nunavut,2022-04-09,14,3531,8712.93,7,17.27
Repatriated travellers,2022-04-09,14,13,,0,
Canada,2022-04-09,14,3603255,9255.75,38074,97.8
British Columbia,2022-04-16,15,361034,6787.22,3077,57.85
Alberta,2022-04-16,15,556387,12246.83,4186,92.14
Saskatchewan,2022-04-16,15,135099,11307.22,1295,108.39
Manitoba,2022-04-16,15,139465,9896.59,1774,125.88
Ontario,2022-04-16,15,1230037,8140.86,13035,86.27
Quebec,2022-04-16,15,1018812,11716.33,14268,164.08
Newfoundland and Labrador,2022-04-16,15,42576,8094.73,143,27.19
New Brunswick,2022-04-16,15,58768,7236.89,378,46.55
Nova Scotia,2022-04-16,15,79289,7775.53,286,28.05
Prince Edward Island,2022-04-16,15,31706,18575.41,22,12.89
Yukon,2022-04-16,15,4015,9168.97,24,54.81
Northwest Territories,2022-04-16,15,11136,24418.38,21,46.05
Nunavut,2022-04-16,15,3531,8712.93,7,17.27
Repatriated travellers,2022-04-16,15,13,,0,
Canada,2022-04-16,15,3671868,9432.0,38516,98.94
British Columbia,2022-04-23,16,363302,6829.85,3147,59.16
Alberta,2022-04-23,16,563032,12393.09,4248,93.5
Saskatchewan,2022-04-23,16,135926,11376.44,1310,109.64
Manitoba,2022-04-23,16,140931,10000.62,1792,127.16
Ontario,2022-04-23,16,1251990,8286.16,13144,86.99
Quebec,2022-04-23,16,1034270,11894.1,14438,166.04
Newfoundland and Labrador,2022-04-23,16,43538,8277.63,156,29.66
New Brunswick,2022-04-23,16,60756,7481.7,384,47.29
Nova Scotia,2022-04-23,16,85123,8347.64,307,30.11
Prince Edward Island,2022-04-23,16,33525,19641.1,24,14.06
Yukon,2022-04-23,16,4125,9420.17,24,54.81
Northwest Territories,2022-04-23,16,11243,24653.0,22,48.24
Nunavut,2022-04-23,16,3531,8712.93,7,17.27
Repatriated travellers,2022-04-23,16,13,,0,
Canada,2022-04-23,16,3731305,9584.68,39003,100.19
British Columbia,2022-04-30,17,365577,6872.62,3226,60.65
Alberta,2022-04-30,17,568829,12520.69,4311,94.89
Saskatchewan,2022-04-30,17,136667,11438.45,1324,110.81
Manitoba,2022-04-30,17,141973,10074.56,1819,129.08
Ontario,2022-04-30,17,1269166,8399.83,13256,87.73
Quebec,2022-04-30,17,1045747,12026.08,14605,167.96
Newfoundland and Labrador,2022-04-30,17,44251,8413.19,165,31.37
New Brunswick,2022-04-30,17,62148,7653.12,399,49.13
Nova Scotia,2022-04-30,17,89225,8749.91,330,32.36
Prince Edward Island,2022-04-30,17,34935,20467.17,26,15.23
Yukon,2022-04-30,17,4203,9598.3,25,57.09
Northwest Territories,2022-04-30,17,11348,24883.24,22,48.24
Nunavut,2022-04-30,17,3531,8712.93,7,17.27
Repatriated travellers,2022-04-30,17,13,,0,
Canada,2022-04-30,17,3777613,9703.63,39515,101.5
British Columbia,2022-05-07,18,367559,6909.88,3307,62.17
Alberta,2022-05-07,18,573694,12627.78,4373,96.26
Saskatchewan,2022-05-07,18,137376,11497.8,1343,112.4
Manitoba,2022-05-07,18,142875,10138.57,1847,131.07
Ontario,2022-05-07,18,1283281,8493.25,13395,88.65
Quebec,2022-05-07,18,1054158,12122.81,14722,169.3
Newfoundland and Labrador,2022-05-07,18,44788,8515.28,171,32.51
New Brunswick,2022-05-07,18,63486,7817.89,406,50.0
Nova Scotia,2022-05-07,18,92781,9098.63,349,34.22
Prince Edward Island,2022-05-07,18,35947,21060.06,29,16.99
Yukon,2022-05-07,18,4271,9753.59,25,57.09
Northwest Territories,2022-05-07,18,11411,25021.38,22,48.24
Nunavut,2022-05-07,18,3531,8712.93,7,17.27
Repatriated travellers,2022-05-07,18,13,,0,
Canada,2022-05-07,18,3815171,9800.1,39996,102.74
British Columbia,2022-05-14,19,369202,6940.77,3398,63.88
Alberta,2022-05-14,19,577412,12709.62,4432,97.55
Saskatchewan,2022-05-14,19,137840,11536.63,1364,114.16
Manitoba,2022-05-14,19,143603,10190.23,1913,135.75
Ontario,2022-05-14,19,1294614,8568.26,13493,89.3
Quebec,2022-05-14,19,1060155,12191.77,14834,170.59
Newfoundland and Labrador,2022-05-14,19,45196,8592.85,176,33.46
New Brunswick,2022-05-14,19,64490,7941.52,411,50.61
Nova Scotia,2022-05-14,19,95802,9394.89,371,36.38
Prince Edward Island,2022-05-14,19,36785,21551.02,33,19.33
Yukon,2022-05-14,19,4321,9867.78,25,57.09
Northwest Territories,2022-05-14,19,11426,25054.27,22,48.24
Nunavut,2022-05-14,19,3531,8712.93,7,17.27
Repatriated travellers,2022-05-14,19,13,,0,
Canada,2022-05-14,19,3844390,9875.16,40479,103.98
British Columbia,2022-05-21,20,370559,6966.28,3469,65.22
Alberta,2022-05-21,20,580399,12775.36,4485,98.72
Saskatchewan,2022-05-21,20,138193,11566.17,1376,115.17
Manitoba,2022-05-21,20,144140,10228.33,1928,136.81
Ontario,2022-05-21,20,1303135,8624.65,13566,89.79
Quebec,2022-05-21,20,1064265,12239.04,14890,171.23
Newfoundland and Labrador,2022-05-21,20,45573,8664.53,179,34.03
New Brunswick,2022-05-21,20,65258,8036.1,416,51.23
Nova Scotia,2022-05-21,20,97938,9604.35,387,37.95
Prince Edward Island,2022-05-21,20,37383,21901.36,33,19.33
Yukon,2022-05-21,20,4349,9931.72,25,57.09
Northwest Territories,2022-05-21,20,11433,25069.62,22,48.24
Nunavut,2022-05-21,20,3531,8712.93,7,17.27
Repatriated travellers,2022-05-21,20,13,,0,
Canada,2022-05-21,20,3866169,9931.1,40783,104.76
British Columbia,2022-05-28,21,371720,6988.11,3547,66.68
Alberta,2022-05-28,21,582755,12827.22,4522,99.54
Saskatchewan,2022-05-28,21,138558,11596.72,1386,116.0
Manitoba,2022-05-28,21,144556,10257.85,1980,140.5
Ontario,2022-05-28,21,1309194,8664.76,13625,90.18
Quebec,2022-05-28,21,1068185,12284.12,14939,171.8
Newfoundland and Labrador,2022-05-28,21,45964,8738.87,183,34.79
New Brunswick,2022-05-28,21,65812,8104.32,419,51.6
Nova Scotia,2022-05-28,21,99688,9775.97,397,38.93
Prince Edward Island,2022-05-28,21,37850,22174.96,33,19.33
Yukon,2022-05-28,21,4381,10004.8,26,59.38
Northwest Territories,2022-05-28,21,11466,25141.98,22,48.24
Nunavut,2022-05-28,21,3531,8712.93,7,17.27
Repatriated travellers,2022-05-28,21,13,,0,
Canada,2022-05-28,21,3883673,9976.07,41086,105.54
British Columbia,2022-06-04,22,372611,7004.86,3614,67.94
Alberta,2022-06-04,22,584668,12869.33,4559,100.35
Saskatchewan,2022-06-04,22,138830,11619.49,1396,116.84
Manitoba,2022-06-04,22,144895,10281.91,2004,142.21
Ontario,2022-06-04,22,1314537,8700.12,13678,90.53
Quebec,2022-06-04,22,1072373,12332.28,14975,172.21
Newfoundland and Labrador,2022-06-04,22,46424,8826.33,185,35.17
New Brunswick,2022-06-04,22,66345,8169.95,421,51.84
Nova Scotia,2022-06-04,22,101330,9936.99,415,40.7
Prince Edward Island,2022-06-04,22,38415,22505.98,34,19.92
Yukon,2022-06-04,22,4399,10045.9,26,59.38
Northwest Territories,2022-06-04,22,11495,25205.57,22,48.24
Nunavut,2022-06-04,22,3531,8712.93,7,17.27
Repatriated travellers,2022-06-04,22,13,,0,
Canada,2022-06-04,22,3899866,10017.66,41336,106.18
British Columbia,2022-06-11,23,373336,7018.49,3682,69.22
Alberta,2022-06-11,23,586211,12903.29,4576,100.72
Saskatchewan,2022-06-11,23,139224,11652.46,1412,118.18
Manitoba,2022-06-11,23,145123,10298.09,2015,142.99
Ontario,2022-06-11,23,1319596,8733.6,13718,90.79
Quebec,2022-06-11,23,1077079,12386.4,15005,172.56
Newfoundland and Labrador,2022-06-11,23,46891,8915.11,188,35.74
New Brunswick,2022-06-11,23,66816,8227.95,422,51.97
Nova Scotia,2022-06-11,23,103258,10126.06,428,41.97
Prince Edward Island,2022-06-11,23,39081,22896.16,40,23.43
Yukon,2022-06-11,23,4412,10075.59,26,59.38
Northwest Territories,2022-06-11,23,11508,25234.08,22,48.24
Nunavut,2022-06-11,23,3531,8712.93,7,17.27
Repatriated travellers,2022-06-11,23,13,,0,
Canada,2022-06-11,23,3916079,10059.31,41541,106.71
British Columbia,2022-06-18,24,373974,7030.48,3722,69.97
Alberta,2022-06-18,24,587394,12929.33,4589,101.01
Saskatchewan,2022-06-18,24,139453,11671.63,1424,119.18
Manitoba,2022-06-18,24,145326,10312.49,2025,143.7
Ontario,2022-06-18,24,1323982,8762.63,13744,90.96
Quebec,2022-06-18,24,1082625,12450.18,15030,172.84
Newfoundland and Labrador,2022-06-18,24,47353,9002.95,191,36.31
New Brunswick,2022-06-18,24,67241,8280.29,422,51.97
Nova Scotia,2022-06-18,24,104971,10294.05,436,42.76
Prince Edward Island,2022-06-18,24,39732,23277.56,45,26.36
Yukon,2022-06-18,24,4432,10121.26,26,59.38
Northwest Territories,2022-06-18,24,11511,25240.65,22,48.24
Nunavut,2022-06-18,24,3531,8712.93,7,17.27
Repatriated travellers,2022-06-18,24,13,,0,
Canada,2022-06-18,24,3931538,10099.02,41683,107.07
British Columbia,2022-06-25,25,374594,7042.14,3747,70.44
Alberta,2022-06-25,25,588311,12949.52,4610,101.47
Saskatchewan,2022-06-25,25,139661,11689.04,1427,119.43
Manitoba,2022-06-25,25,145498,10324.7,2043,144.97
Ontario,2022-06-25,25,1329416,8798.59,13774,91.16
Quebec,2022-06-25,25,1089710,12531.66,15063,173.22
Newfoundland and Labrador,2022-06-25,25,47773,9082.8,193,36.69
New Brunswick,2022-06-25,25,67725,8339.89,425,52.34
Nova Scotia,2022-06-25,25,106633,10457.03,441,43.25
Prince Edward Island,2022-06-25,25,40460,23704.07,45,26.36
Yukon,2022-06-25,25,4456,10176.07,26,59.38
Northwest Territories,2022-06-25,25,11511,25240.65,22,48.24
Nunavut,2022-06-25,25,3531,8712.93,7,17.27
Repatriated travellers,2022-06-25,25,13,,0,
Canada,2022-06-25,25,3949292,10144.62,41823,107.43
British Columbia,2022-07-02,26,375357,7056.48,3788,71.21
Alberta,2022-07-02,26,589351,12972.41,4621,101.71
Saskatchewan,2022-07-02,26,139871,11706.62,1431,119.77
Manitoba,2022-07-02,26,145623,10333.57,2047,145.26
Ontario,2022-07-02,26,1336059,8842.56,13812,91.41
Quebec,2022-07-02,26,1099702,12646.56,15110,173.76
Newfoundland and Labrador,2022-07-02,26,48179,9159.99,194,36.88
New Brunswick,2022-07-02,26,68493,8434.46,429,52.83
Nova Scotia,2022-07-02,26,108366,10626.98,448,43.93
Prince Edward Island,2022-07-02,26,41417,24264.74,45,26.36
Yukon,2022-07-02,26,4482,10235.45,26,59.38
Northwest Territories,2022-07-02,26,11511,25240.65,22,48.24
Nunavut,2022-07-02,26,3531,8712.93,7,17.27
Repatriated travellers,2022-07-02,26,13,,0,
Canada,2022-07-02,26,3971955,10202.84,41980,107.83
British Columbia,2022-07-09,27,376329,7074.75,3823,71.87
Alberta,2022-07-09,27,590691,13001.91,4639,102.11
Saskatchewan,2022-07-09,27,140080,11724.11,1434,120.02
Manitoba,2022-07-09,27,145853,10349.89,2053,145.68
Ontario,2022-07-09,27,1344883,8900.96,13855,91.7
Quebec,2022-07-09,27,1111395,12781.03,15166,174.41
Newfoundland and Labrador,2022-07-09,27,48593,9238.7,196,37.26
New Brunswick,2022-07-09,27,69537,8563.03,433,53.32
Nova Scotia,2022-07-09,27,109982,10785.46,455,44.62
Prince Edward Island,2022-07-09,27,42602,24958.99,46,26.95
Yukon,2022-07-09,27,4510,10299.39,26,59.38
Northwest Territories,2022-07-09,27,11511,25240.65,22,48.24
Nunavut,2022-07-09,27,3531,8712.93,7,17.27
Repatriated travellers,2022-07-09,27,13,,0,
Canada,2022-07-09,27,3999510,10273.62,42155,108.28
British Columbia,2022-07-16,28,377372,7094.36,3855,72.47
Alberta,2022-07-16,28,592197,13035.05,4652,102.4
Saskatchewan,2022-07-16,28,140289,11741.6,1438,120.35
Manitoba,2022-07-16,28,146024,10362.02,2056,145.9
Ontario,2022-07-16,28,1356422,8977.33,13911,92.07
Quebec,2022-07-16,28,1124638,12933.33,15289,175.82
Newfoundland and Labrador,2022-07-16,28,48954,9307.34,200,38.02
New Brunswick,2022-07-16,28,70541,8686.66,438,53.94
Nova Scotia,2022-07-16,28,111769,10960.7,461,45.21
Prince Edward Island,2022-07-16,28,44121,25848.92,48,28.12
